"totalPost";"userId";"profile_1";"profile_2"
"1";"61749";"1";"1"
"1";"61750";"1";"1"
"1";"61803";"4";"4"
"1";"61842";"1";"1"
"1";"61863";"1";"1"
"1";"61865";"1";"1"
"1";"61876";"4";"4"
"1";"61885";"1";"1"
"1";"61906";"1";"1"
"1";"61911";"1";"1"
"1";"61967";"1";"1"
"1";"61970";"4";"4"
"1";"61988";"1";"1"
"1";"62009";"1";"1"
"1";"62016";"4";"4"
"1";"62063";"4";"4"
"1";"62074";"1";"1"
"2";"62088";"4";"4"
"1";"62105";"4";"4"
"1";"62136";"1";"1"
"1";"62162";"1";"1"
"1";"62221";"4";"4"
"1";"62238";"1";"1"
"1";"62240";"1";"1"
"1";"62404";"1";"1"
"1";"62453";"1";"1"
"1";"62505";"1";"1"
"1";"62506";"1";"1"
"1";"62515";"1";"1"
"1";"62574";"1";"1"
"8";"62577";"4";"4"
"1";"62665";"4";"4"
"3";"62675";"4";"4"
"1";"62771";"1";"1"
"1";"62773";"1";"1"
"2";"62789";"4";"4"
"1";"62793";"1";"1"
"1";"62800";"1";"1"
"1";"62802";"1";"1"
"1";"62806";"1";"1"
"1";"62823";"1";"1"
"1";"62824";"4";"4"
"1";"62856";"1";"1"
"1";"62905";"1";"1"
"1";"62958";"1";"1"
"1";"63026";"4";"4"
"1";"63049";"1";"1"
"1";"63052";"1";"1"
"1";"63106";"1";"1"
"1";"63134";"1";"4"
"1";"63153";"1";"1"
"1";"63166";"1";"1"
"1";"63181";"1";"1"
"1";"63186";"1";"1"
"1";"63207";"4";"4"
"1";"63249";"1";"1"
"1";"63257";"1";"1"
"1";"63260";"4";"4"
"1";"63271";"4";"4"
"1";"63280";"4";"4"
"1";"63320";"1";"1"
"1";"63332";"1";"4"
"1";"63339";"1";"1"
"1";"63352";"1";"1"
"1";"63398";"1";"1"
"2";"63402";"4";"4"
"1";"63434";"4";"4"
"3";"63441";"4";"4"
"1";"63444";"1";"1"
"1";"63446";"1";"1"
"1";"63451";"4";"4"
"1";"63512";"4";"4"
"1";"63515";"1";"1"
"3";"63571";"4";"4"
"1";"63586";"1";"1"
"1";"63612";"4";"4"
"1";"63701";"1";"1"
"2";"63722";"1";"1"
"1";"63731";"1";"1"
"1";"63750";"1";"1"
"1";"63760";"4";"4"
"1";"63763";"1";"1"
"1";"63802";"4";"4"
"1";"63811";"4";"4"
"1";"63815";"1";"1"
"1";"63821";"1";"1"
"2";"63824";"4";"4"
"1";"63826";"1";"1"
"1";"63855";"1";"1"
"1";"63860";"1";"1"
"1";"63874";"1";"1"
"1";"63925";"1";"1"
"1";"63953";"1";"1"
"1";"63965";"4";"4"
"1";"63996";"1";"1"
"1";"64007";"4";"4"
"1";"64041";"4";"4"
"1";"64063";"4";"4"
"1";"64099";"1";"1"
"1";"64110";"1";"1"
"1";"64152";"1";"1"
"2";"64199";"1";"1"
"1";"64301";"1";"1"
"1";"64309";"1";"1"
"1";"64359";"1";"1"
"1";"64378";"1";"4"
"1";"64383";"1";"1"
"1";"64393";"1";"1"
"1";"64506";"1";"1"
"1";"64507";"1";"1"
"1";"64527";"1";"1"
"1";"64563";"1";"1"
"1";"64593";"1";"1"
"2";"64604";"4";"4"
"1";"64655";"1";"1"
"1";"64660";"1";"1"
"1";"64673";"4";"4"
"1";"64683";"1";"1"
"1";"64695";"4";"4"
"1";"64716";"1";"1"
"1";"64722";"1";"1"
"1";"64765";"1";"1"
"1";"64841";"1";"1"
"3";"64860";"4";"4"
"1";"64889";"4";"4"
"1";"64905";"1";"1"
"1";"64912";"4";"4"
"1";"64917";"1";"1"
"1";"64923";"1";"1"
"1";"64932";"1";"1"
"1";"64968";"1";"1"
"83";"65088";"4";"4"
"1";"65109";"4";"4"
"1";"65146";"1";"1"
"1";"65184";"1";"1"
"1";"65204";"1";"1"
"1";"65256";"1";"1"
"1";"65270";"1";"1"
"3";"65279";"4";"4"
"1";"65300";"1";"1"
"1";"65338";"1";"1"
"1";"65350";"1";"1"
"1";"65360";"1";"1"
"2";"65404";"1";"1"
"3";"65421";"4";"4"
"1";"65432";"1";"1"
"1";"65433";"1";"1"
"3";"65453";"4";"4"
"1";"65456";"1";"1"
"2";"65468";"4";"4"
"1";"65483";"1";"1"
"1";"65499";"1";"1"
"1";"65512";"1";"1"
"1";"65519";"1";"1"
"1";"65547";"1";"1"
"1";"65596";"1";"1"
"1";"65617";"1";"1"
"1";"65619";"1";"1"
"1";"65631";"1";"1"
"1";"65642";"1";"1"
"1";"65687";"1";"1"
"1";"65699";"1";"1"
"1";"65744";"1";"1"
"1";"65784";"1";"1"
"1";"65799";"1";"1"
"1";"65804";"1";"1"
"1";"65809";"1";"1"
"1";"65845";"1";"1"
"2";"65853";"1";"1"
"1";"65857";"4";"4"
"5";"65873";"4";"4"
"1";"65923";"1";"1"
"1";"65937";"1";"1"
"1";"65961";"1";"1"
"1";"65963";"1";"1"
"1";"65994";"1";"1"
"1";"66023";"1";"1"
"11";"66036";"4";"4"
"1";"66050";"4";"4"
"1";"66057";"1";"1"
"1";"66071";"4";"4"
"1";"66086";"1";"1"
"1";"66094";"1";"1"
"2";"66114";"4";"4"
"1";"66149";"4";"4"
"1";"66154";"1";"1"
"7";"66160";"4";"4"
"1";"66164";"1";"1"
"1";"66201";"1";"1"
"1";"66209";"1";"4"
"1";"66220";"1";"1"
"1";"66227";"4";"4"
"1";"66317";"4";"4"
"4";"66336";"4";"4"
"1";"66342";"1";"1"
"1";"66356";"1";"1"
"1";"66366";"1";"1"
"1";"66394";"1";"1"
"1";"66399";"4";"4"
"1";"66403";"1";"1"
"1";"66406";"1";"1"
"1";"66426";"1";"1"
"2";"66505";"4";"4"
"1";"66529";"1";"1"
"2";"66548";"4";"4"
"3";"66557";"4";"4"
"1";"66558";"1";"1"
"2";"66588";"4";"4"
"1";"66617";"1";"1"
"1";"66620";"1";"1"
"1";"66625";"1";"1"
"1";"66630";"1";"1"
"1";"66645";"1";"1"
"1";"66672";"1";"1"
"1";"66682";"1";"1"
"1";"66690";"4";"4"
"2";"66693";"4";"4"
"1";"66698";"1";"1"
"1";"66729";"4";"4"
"2";"66734";"1";"1"
"1";"66737";"4";"4"
"1";"66745";"1";"1"
"1";"66772";"1";"1"
"1";"66824";"1";"1"
"1";"66827";"1";"1"
"2";"66832";"1";"1"
"1";"66854";"1";"1"
"1";"66855";"1";"1"
"1";"66874";"1";"4"
"5";"66908";"4";"4"
"1";"66909";"1";"1"
"1";"66925";"1";"1"
"2";"66934";"4";"4"
"1";"67021";"1";"1"
"1";"67028";"4";"4"
"1";"67037";"1";"1"
"1";"67044";"1";"1"
"1";"67046";"1";"1"
"1";"67076";"1";"1"
"1";"67078";"1";"1"
"1";"67117";"1";"1"
"1";"67150";"4";"4"
"1";"67181";"1";"1"
"1";"67223";"1";"1"
"1";"67234";"1";"1"
"1";"67241";"1";"1"
"1";"67298";"1";"1"
"1";"67302";"1";"1"
"1";"67318";"1";"1"
"1";"67366";"1";"1"
"1";"67483";"1";"1"
"2";"67535";"1";"1"
"2";"67547";"4";"4"
"1";"67561";"1";"1"
"11";"67626";"4";"4"
"1";"67634";"1";"1"
"1";"67638";"1";"1"
"1";"67646";"1";"1"
"1";"67695";"1";"1"
"1";"67700";"1";"1"
"1";"67701";"1";"1"
"1";"67715";"1";"1"
"1";"67720";"1";"1"
"1";"67755";"1";"1"
"2";"67796";"4";"4"
