"id";"profile_1";"profile_2";"reputation";"avgScoreQuestion";"avgScoreAnswers";"avgScoreComments";"sumScoreQuestion";"sumScoreAnswers";"sumScoreComments"
"51948";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51955";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51957";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51959";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51961";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51966";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51971";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51973";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51976";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51979";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51983";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51996";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51999";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52003";"1";"1";"1";"0,0000";\N;\N;"0";\N;\N
"52005";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52006";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52025";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52028";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52034";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52041";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52043";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52047";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52063";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52066";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52072";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52077";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52084";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52085";"1";"1";"1";"0,0000";\N;\N;"0";\N;\N
"52096";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52097";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52106";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52107";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52122";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52124";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52129";"1";"1";"1";\N;"0,0000";\N;\N;"0";\N
"52132";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52135";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52141";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52148";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52151";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52155";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52156";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52159";"1";"1";"1";"0,0000";\N;\N;"0";\N;\N
"52160";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52165";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52166";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52167";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52168";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52170";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52175";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52177";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52182";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52186";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52192";"1";"1";"1";\N;\N;\N;\N;\N;\N
"52194";"1";"1";"1";\N;\N;\N;\N;\N;\N
